subj,trial,block,date,stim,stim_order,response,rt,age,sex,param_index,segment_time,pitch
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_16.wav,0,True,2345,52,Homme,6,0.426259,58.110380
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_192.wav,1,False,2345,52,Homme,0,0.000000,46.973159
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_192.wav,1,False,2345,52,Homme,1,0.071043,-61.711820
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_192.wav,1,False,2345,52,Homme,2,0.142086,14.836428
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_192.wav,1,False,2345,52,Homme,3,0.213129,30.862549
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_192.wav,1,False,2345,52,Homme,4,0.284172,28.459321
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_192.wav,1,False,2345,52,Homme,5,0.355215,2.114815
20111971,11,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_192.wav,1,False,2345,52,Homme,6,0.426259,86.651936
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_25.wav,0,True,1081,52,Homme,0,0.000000,-129.422108
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_25.wav,0,True,1081,52,Homme,1,0.071043,-12.331663
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_25.wav,0,True,1081,52,Homme,2,0.142086,-97.065740
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_25.wav,0,True,1081,52,Homme,3,0.213129,-6.253122
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_25.wav,0,True,1081,52,Homme,4,0.284172,31.933743
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_25.wav,0,True,1081,52,Homme,5,0.355215,-58.415946
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_25.wav,0,True,1081,52,Homme,6,0.426259,117.143598
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_76.wav,1,False,1081,52,Homme,0,0.000000,-119.681125
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_76.wav,1,False,1081,52,Homme,1,0.071043,66.441865
20111971,12,0,2024-03-08T16:13:15.419Z,male_vraiment_flat_76.wav,1,False,1081,52,Homme,2,0.142086,-95.265303
